book,vector
qczle-欧·亨利短篇小说集 | 有声书虫（2级）,"[0.8898305084745762, 0.08757062146892655, 0.002824858757062147, 0.005649717514124294, 0.005649717514124294, 0.0, 0.0, 0.0, 0.002824858757062147, 0.002824858757062147, 0.002824858757062147, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ymxsx-霍比特人,"[0.25939306358381503, 0.2156791907514451, 0.08273121387283237, 0.10440751445086706, 0.08309248554913294, 0.06466763005780347, 0.04949421965317919, 0.03540462427745665, 0.02745664739884393, 0.02203757225433526, 0.012283236994219654, 0.012283236994219654, 0.007586705202312138, 0.003973988439306358, 0.003973988439306358, 0.002890173410404624, 0.0025289017341040463, 0.0032514450867052024, 0.000722543352601156, 0.001445086705202312, 0.001445086705202312, 0.000361271676300578, 0.000722543352601156, 0.000361271676300578, 0.000361271676300578, 0.001083815028901734, 0.0, 0.000361271676300578, 0.0, 0.0]"
ltenx-火星｜大英百科,"[0.554858934169279, 0.23197492163009403, 0.0877742946708464, 0.05642633228840126, 0.025078369905956112, 0.025078369905956112, 0.009404388714733543, 0.003134796238244514, 0.003134796238244514, 0.003134796238244514, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
bscdui-鲁滨逊漂流记 | 译林有声双语,"[0.4487072560467056, 0.2468723936613845, 0.08673894912427023, 0.08590492076730609, 0.04837364470391994, 0.029190992493744787, 0.01834862385321101, 0.012510425354462052, 0.009174311926605505, 0.003336113427856547, 0.006672226855713094, 0.0, 0.0, 0.0016680567139282735, 0.0008340283569641367, 0.0, 0.0008340283569641367, 0.0, 0.0, 0.0, 0.0, 0.0008340283569641367, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
bszgfg-亡灵岛 | 有声书虫（2级）,"[0.8861538461538462, 0.08307692307692308, 0.015384615384615385, 0.006153846153846154, 0.009230769230769232, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
uevdg-古埃及｜大英百科,"[0.34763948497854075, 0.2334763948497854, 0.15793991416309014, 0.09098712446351931, 0.0463519313304721, 0.0351931330472103, 0.02145922746781116, 0.014592274678111588, 0.010300429184549357, 0.006008583690987125, 0.0068669527896995704, 0.005150214592274678, 0.005150214592274678, 0.0034334763948497852, 0.0034334763948497852, 0.002575107296137339, 0.0017167381974248926, 0.0017167381974248926, 0.0008583690987124463, 0.0008583690987124463, 0.0008583690987124463, 0.0008583690987124463, 0.0008583690987124463, 0.0008583690987124463, 0.0008583690987124463, 0.0, 0.0, 0.0, 0.0, 0.0]"
xodqi-三怪客泛舟记 | 有声书虫（4级）,"[0.7438650306748467, 0.1901840490797546, 0.024539877300613498, 0.024539877300613498, 0.007668711656441718, 0.006134969325153374, 0.0015337423312883436, 0.0, 0.0, 0.0, 0.0, 0.0015337423312883436, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
gainc-魔戒第二部：双塔殊途（上）,"[0.2579410639112132, 0.1993876769996173, 0.09567546880979717, 0.1079219288174512, 0.08495981630309989, 0.06850363566781477, 0.041714504401071564, 0.03291236127057023, 0.02908534251817834, 0.021431305013394564, 0.015308075009567547, 0.012629161882893225, 0.008036739380022962, 0.005357826253348641, 0.003827018752391887, 0.004209720627631076, 0.003444316877152698, 0.0015308075009567547, 0.0015308075009567547, 0.001148105625717566, 0.0019135093761959434, 0.0003827018752391887, 0.0, 0.0003827018752391887, 0.0003827018752391887, 0.0, 0.0, 0.0003827018752391887, 0.0, 0.0]"
xqyvg-亚瑟王传奇 | 有声书虫（入门）,"[0.9111111111111111, 0.07407407407407407, 0.0, 0.0, 0.007407407407407408, 0.0, 0.007407407407407408, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
wgigs-假如给我三天光明,"[0.2360655737704918, 0.20557377049180328, 0.14426229508196722, 0.10688524590163935, 0.07704918032786885, 0.058360655737704915, 0.04557377049180328, 0.032131147540983604, 0.021967213114754098, 0.020327868852459016, 0.011147540983606558, 0.008852459016393442, 0.008852459016393442, 0.005901639344262295, 0.003934426229508197, 0.0029508196721311475, 0.0022950819672131148, 0.0009836065573770492, 0.0009836065573770492, 0.0009836065573770492, 0.0013114754098360656, 0.0006557377049180328, 0.0006557377049180328, 0.0013114754098360656, 0.0, 0.0006557377049180328, 0.0003278688524590164, 0.0, 0.0, 0.0]"
zhudq-纳尼亚传奇：凯斯宾王子,"[0.32780672666982474, 0.2216958787304595, 0.07674088109900522, 0.09426811937470393, 0.07531975367124585, 0.04831833254381809, 0.039317858834675506, 0.02179062055897679, 0.025580293699668404, 0.019422074846044527, 0.013263855992420654, 0.0071056371387967785, 0.007579346281383231, 0.0047370914258645196, 0.005210800568450971, 0.0023685457129322598, 0.0014211274277593558, 0.0009474182851729038, 0.0009474182851729038, 0.0, 0.0014211274277593558, 0.0009474182851729038, 0.0009474182851729038, 0.0014211274277593558, 0.0004737091425864519, 0.0004737091425864519, 0.0, 0.0004737091425864519, 0.0, 0.0]"
auxyg-医学｜大英百科,"[0.25015216068167984, 0.20024345709068778, 0.19598295800365187, 0.07181984175289105, 0.05599513085818624, 0.03956177723676202, 0.030432136335970784, 0.023128423615337797, 0.02251978088861838, 0.01704199634814364, 0.016433353621424222, 0.010955569080949483, 0.011564211807668898, 0.006086427267194157, 0.005477784540474742, 0.006086427267194157, 0.007912355447352405, 0.00426049908703591, 0.00426049908703591, 0.005477784540474742, 0.004869141813755326, 0.0012172854534388314, 0.0012172854534388314, 0.0006086427267194157, 0.0018259281801582471, 0.00426049908703591, 0.0, 0.0006086427267194157, 0.0, 0.0]"
lorkq-小公主 | 有声书虫（1级）,"[0.8969465648854962, 0.08015267175572519, 0.003816793893129771, 0.011450381679389313, 0.0, 0.003816793893129771, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003816793893129771, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
wiiku-海啸！｜大英百科,"[0.4510703363914373, 0.23853211009174313, 0.1437308868501529, 0.05504587155963303, 0.039755351681957186, 0.02599388379204893, 0.0061162079510703364, 0.012232415902140673, 0.009174311926605505, 0.0030581039755351682, 0.0030581039755351682, 0.0061162079510703364, 0.0030581039755351682, 0.0030581039755351682, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
bsqtwg-恒星与星云｜大英百科,"[0.29466553767993225, 0.2201524132091448, 0.20660457239627433, 0.08721422523285352, 0.04995766299745978, 0.03386960203217612, 0.024555461473327687, 0.024555461473327687, 0.016088060965283656, 0.010160880609652836, 0.003386960203217612, 0.005080440304826418, 0.004233700254022015, 0.001693480101608806, 0.004233700254022015, 0.004233700254022015, 0.004233700254022015, 0.000846740050804403, 0.001693480101608806, 0.000846740050804403, 0.000846740050804403, 0.0, 0.000846740050804403, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
vlren-双城记 | 译林有声双语,"[0.4197628458498024, 0.2600790513833992, 0.09249011857707509, 0.07984189723320158, 0.057707509881422925, 0.03241106719367589, 0.017391304347826087, 0.0071146245059288534, 0.012648221343873518, 0.006324110671936759, 0.0031620553359683794, 0.003952569169960474, 0.0015810276679841897, 0.0023715415019762848, 0.0015810276679841897, 0.0, 0.0, 0.0007905138339920949, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0007905138339920949, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
blcvdg-福尔摩斯与赛马 | 有声书虫（1级）,"[0.8927335640138409, 0.06920415224913495, 0.0034602076124567475, 0.006920415224913495, 0.006920415224913495, 0.006920415224913495, 0.010380622837370242, 0.0034602076124567475, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
bbagn-潘德尔的巫师 | 有声书虫（1级）,"[0.9456066945606695, 0.03765690376569038, 0.0, 0.008368200836820083, 0.0041841004184100415, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0041841004184100415, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
bntzc-阿拉丁和神灯 | 有声书虫（1级）,"[0.9047619047619048, 0.047619047619047616, 0.008658008658008658, 0.004329004329004329, 0.017316017316017316, 0.0, 0.0, 0.0, 0.004329004329004329, 0.004329004329004329, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004329004329004329, 0.0, 0.0, 0.0, 0.004329004329004329, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
buurfq-探索古埃及｜大英百科,"[0.35696517412935325, 0.23383084577114427, 0.17288557213930347, 0.07835820895522388, 0.05099502487562189, 0.03482587064676617, 0.01990049751243781, 0.012437810945273632, 0.004975124378109453, 0.006218905472636816, 0.0024875621890547263, 0.008706467661691543, 0.0012437810945273632, 0.0012437810945273632, 0.0037313432835820895, 0.0037313432835820895, 0.0024875621890547263, 0.0024875621890547263, 0.0, 0.0, 0.0012437810945273632, 0.0, 0.0, 0.0, 0.0012437810945273632, 0.0, 0.0, 0.0, 0.0, 0.0]"
btdmwu-人猿泰山（上）,"[0.2374821173104435, 0.19921316165951358, 0.12446351931330472, 0.10336194563662375, 0.06938483547925609, 0.058655221745350504, 0.044706723891273246, 0.03898426323319027, 0.03111587982832618, 0.027181688125894134, 0.0178826895565093, 0.013233190271816882, 0.008583690987124463, 0.008226037195994278, 0.004291845493562232, 0.003218884120171674, 0.00357653791130186, 0.001430615164520744, 0.000715307582260372, 0.001430615164520744, 0.000357653791130186, 0.001072961373390558, 0.0, 0.000715307582260372, 0.0, 0.0, 0.000357653791130186, 0.000357653791130186, 0.0, 0.0]"
woskp-地心游记（下）,"[0.250300360432519, 0.19943932719263116, 0.14016820184221065, 0.09971966359631558, 0.07448938726471765, 0.054064877853424106, 0.03764517420905086, 0.0276331597917501, 0.02923508209851822, 0.017220664797757308, 0.01762114537444934, 0.010012014417300761, 0.008009611533840609, 0.004805766920304365, 0.00841009211053264, 0.002803364036844213, 0.004004805766920304, 0.002803364036844213, 0.0016019223067681217, 0.0032038446135362435, 0.0012014417300760913, 0.0012014417300760913, 0.0012014417300760913, 0.0016019223067681217, 0.00040048057669203043, 0.0008009611533840609, 0.00040048057669203043, 0.0, 0.0, 0.0]"
mkxbp-古希腊｜大英百科,"[0.33189282627484873, 0.23422644770959378, 0.1961970613656007, 0.07519446845289542, 0.045808124459809856, 0.03457216940363008, 0.025064822817631807, 0.012100259291270527, 0.007778738115816767, 0.00432152117545376, 0.00432152117545376, 0.003457216940363008, 0.005185825410544511, 0.003457216940363008, 0.001728608470181504, 0.001728608470181504, 0.003457216940363008, 0.0025929127052722557, 0.0, 0.003457216940363008, 0.0, 0.0, 0.0, 0.001728608470181504, 0.000864304235090752, 0.0, 0.000864304235090752, 0.0, 0.0, 0.0]"
dqgsa-雾都孤儿 | 有声书虫（6级）,"[0.5450490633363069, 0.280107047279215, 0.07582515611061552, 0.054415700267618196, 0.0231935771632471, 0.008920606601248885, 0.003568242640499554, 0.0008920606601248885, 0.0026761819803746653, 0.0008920606601248885, 0.0008920606601248885, 0.0008920606601248885, 0.0, 0.0, 0.0008920606601248885, 0.0, 0.0008920606601248885, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0008920606601248885, 0.0, 0.0]"
yyyzx-摇滚的诞生 | 大英百科,"[0.22309801233721727, 0.19396847155586017, 0.17477724468814257, 0.09629883481836875, 0.06579849211788896, 0.05140507196710076, 0.041809458533241944, 0.033241946538725156, 0.026730637422892393, 0.017135023989033583, 0.019191226867717615, 0.013365318711446196, 0.011651816312542838, 0.007196710075394105, 0.007196710075394105, 0.004455106237148732, 0.003084304318026045, 0.002398903358464702, 0.001028101439342015, 0.002398903358464702, 0.001028101439342015, 0.0006854009595613434, 0.0003427004797806717, 0.0013708019191226869, 0.0, 0.0, 0.0, 0.0003427004797806717, 0.0, 0.0]"
bqxirz-葡萄牙和西班牙｜大英百科,"[0.15937714678268836, 0.15960613693611175, 0.17907029997710097, 0.11632699793908861, 0.08678726814746966, 0.06778108541332722, 0.04694298145179757, 0.03801236546828486, 0.029768719945042363, 0.027707808564231738, 0.01557133043279139, 0.016258300893061597, 0.010991527364323335, 0.010075566750629723, 0.009159606136936112, 0.00572475383558507, 0.0036638424547744447, 0.0038928326081978477, 0.0036638424547744447, 0.0027478818410808336, 0.0018319212273872224, 0.0016029310739638196, 0.0009159606136936112, 0.001144950767117014, 0.0004579803068468056, 0.0004579803068468056, 0.0004579803068468056, 0.0, 0.0, 0.0]"
bvihsn-生物学、微生物学和细胞｜大英百科,"[0.2665441176470588, 0.22794117647058823, 0.19944852941176472, 0.07628676470588236, 0.04963235294117647, 0.035845588235294115, 0.03216911764705882, 0.015625, 0.012867647058823529, 0.012867647058823529, 0.004595588235294118, 0.006433823529411764, 0.007352941176470588, 0.008272058823529412, 0.007352941176470588, 0.01011029411764706, 0.0055147058823529415, 0.004595588235294118, 0.0055147058823529415, 0.001838235294117647, 0.001838235294117647, 0.0009191176470588235, 0.001838235294117647, 0.0009191176470588235, 0.001838235294117647, 0.0, 0.0009191176470588235, 0.0009191176470588235, 0.0, 0.0]"
bckres-清晨许个愿,"[0.36160957041870584, 0.2615551930396955, 0.1179989124524198, 0.07775965198477433, 0.05655247417074497, 0.03643284393692224, 0.022838499184339316, 0.014138118542686243, 0.011963023382272975, 0.011963023382272975, 0.008156606851549755, 0.005981511691136488, 0.0038064165307232192, 0.0038064165307232192, 0.002175095160413268, 0.001087547580206634, 0.000543773790103317, 0.000543773790103317, 0.000543773790103317, 0.000543773790103317, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
kttdu-探索时代｜大英百科,"[0.37962962962962965, 0.2724867724867725, 0.15873015873015872, 0.06481481481481481, 0.03571428571428571, 0.031746031746031744, 0.017195767195767195, 0.006613756613756613, 0.009259259259259259, 0.003968253968253968, 0.006613756613756613, 0.0026455026455026454, 0.005291005291005291, 0.0, 0.0013227513227513227, 0.0013227513227513227, 0.0013227513227513227, 0.0, 0.0, 0.0, 0.0013227513227513227, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
buapls-火山！｜大英百科,"[0.4784172661870504, 0.21942446043165467, 0.1223021582733813, 0.05935251798561151, 0.039568345323741004, 0.02697841726618705, 0.01079136690647482, 0.012589928057553957, 0.008992805755395683, 0.00539568345323741, 0.0017985611510791368, 0.0035971223021582736, 0.0, 0.0035971223021582736, 0.0, 0.0, 0.0017985611510791368, 0.0, 0.0017985611510791368, 0.0, 0.0017985611510791368, 0.0017985611510791368, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
efwol-巴斯克维尔猎犬 | 有声书虫（4级）,"[0.7354570637119113, 0.18421052631578946, 0.027700831024930747, 0.029085872576177285, 0.0110803324099723, 0.002770083102493075, 0.0013850415512465374, 0.00554016620498615, 0.0013850415512465374, 0.0013850415512465374, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
nopyu-来自沼泽乡的女孩,"[0.269126213592233, 0.21902912621359225, 0.11689320388349514, 0.10485436893203884, 0.07611650485436894, 0.05281553398058252, 0.04116504854368932, 0.027572815533980582, 0.021359223300970873, 0.019029126213592235, 0.009320388349514564, 0.012038834951456311, 0.008155339805825243, 0.003495145631067961, 0.006213592233009709, 0.003495145631067961, 0.001941747572815534, 0.0015533980582524273, 0.0007766990291262136, 0.0007766990291262136, 0.0003883495145631068, 0.0003883495145631068, 0.0011650485436893205, 0.0007766990291262136, 0.0007766990291262136, 0.0003883495145631068, 0.0, 0.0003883495145631068, 0.0, 0.0]"
zbaqs-西方的崛起：从史前到文艺复兴｜大英百科,"[0.1957968476357268, 0.1936952714535902, 0.21646234676007006, 0.10753064798598949, 0.06795096322241681, 0.05288966725043783, 0.04098073555166375, 0.02907180385288967, 0.019964973730297722, 0.016112084063047285, 0.013309982486865149, 0.011558669001751313, 0.006654991243432574, 0.003852889667250438, 0.004553415061295972, 0.0035026269702276708, 0.0031523642732049035, 0.0028021015761821367, 0.0035026269702276708, 0.0014010507880910684, 0.0010507880910683013, 0.0014010507880910684, 0.0014010507880910684, 0.0003502626970227671, 0.0003502626970227671, 0.0003502626970227671, 0.0, 0.0003502626970227671, 0.0, 0.0]"
bllvui-文艺复兴时期的音乐家｜大英百科,"[0.23227132579650564, 0.20041109969167523, 0.19835560123329907, 0.10380267214799589, 0.045734840698869475, 0.044193216855087356, 0.030832476875642344, 0.025693730729701953, 0.017471736896197326, 0.014902363823227132, 0.013874614594039054, 0.01079136690647482, 0.007194244604316547, 0.0051387461459403904, 0.007708119218910586, 0.007194244604316547, 0.0035971223021582736, 0.003083247687564234, 0.0051387461459403904, 0.0046248715313463515, 0.0025693730729701952, 0.003083247687564234, 0.0025693730729701952, 0.0035971223021582736, 0.0020554984583761563, 0.0025693730729701952, 0.0010277492291880781, 0.0005138746145940391, 0.0, 0.0]"
vtfza-格林童话（下）,"[0.34838350055741363, 0.2229654403567447, 0.07469342251950947, 0.09643255295429208, 0.07915273132664437, 0.051839464882943144, 0.032329988851727984, 0.01560758082497213, 0.023411371237458192, 0.011705685618729096, 0.010033444816053512, 0.006131549609810479, 0.008361204013377926, 0.0039018952062430325, 0.005574136008918618, 0.0011148272017837235, 0.002229654403567447, 0.0016722408026755853, 0.0005574136008918618, 0.0011148272017837235, 0.0011148272017837235, 0.0011148272017837235, 0.0, 0.0005574136008918618, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
bugfbq-歌剧院的幽灵 | 有声书虫（1级）,"[0.8809523809523809, 0.07539682539682539, 0.011904761904761904, 0.003968253968253968, 0.0, 0.0, 0.011904761904761904, 0.003968253968253968, 0.0, 0.0, 0.003968253968253968, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003968253968253968, 0.0, 0.003968253968253968, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
toeou-骑鹅旅行记（上）,"[0.288869640537029, 0.2104807275877003, 0.09874404504114336, 0.09614551754006063, 0.07882200086617583, 0.055002165439584236, 0.04157644001732352, 0.029449978345604158, 0.027717626678215677, 0.021654395842355997, 0.0129926375054136, 0.01126028583802512, 0.009094846253789519, 0.0043308791684712, 0.00519705500216544, 0.0021654395842356, 0.00129926375054136, 0.00043308791684711995, 0.0017323516673884798, 0.00129926375054136, 0.0008661758336942399, 0.00043308791684711995, 0.0, 0.0, 0.0, 0.00043308791684711995, 0.0, 0.0, 0.0, 0.0]"
bjoqa-泰山之子（上）,"[0.24519230769230768, 0.19822485207100593, 0.12167159763313609, 0.10798816568047337, 0.07655325443786982, 0.058431952662721894, 0.04474852071005917, 0.03217455621301775, 0.032914201183431954, 0.02514792899408284, 0.014053254437869823, 0.012943786982248521, 0.0073964497041420114, 0.005917159763313609, 0.005177514792899409, 0.0025887573964497044, 0.0025887573964497044, 0.0014792899408284023, 0.0007396449704142012, 0.0011094674556213018, 0.0003698224852071006, 0.0, 0.0, 0.0003698224852071006, 0.0007396449704142012, 0.0007396449704142012, 0.0, 0.0007396449704142012, 0.0, 0.0]"
vmqax-工业革命｜大英百科,"[0.2344937975190076, 0.21008403361344538, 0.2108843537414966, 0.11004401760704281, 0.062424969987995196, 0.04201680672268908, 0.03361344537815126, 0.022008803521408563, 0.01840736294517807, 0.01520608243297319, 0.009603841536614645, 0.006402561024409764, 0.006802721088435374, 0.004401760704281713, 0.003201280512204882, 0.003201280512204882, 0.0, 0.00040016006402561027, 0.003201280512204882, 0.0012004801920768306, 0.0, 0.0008003201280512205, 0.00040016006402561027, 0.00040016006402561027, 0.00040016006402561027, 0.0, 0.0, 0.00040016006402561027, 0.0, 0.0]"
bcoeii-青春期｜大英百科,"[0.4504608294930876, 0.22926267281105991, 0.12557603686635946, 0.044930875576036866, 0.03686635944700461, 0.027649769585253458, 0.01728110599078341, 0.009216589861751152, 0.012672811059907835, 0.010368663594470046, 0.008064516129032258, 0.0034562211981566822, 0.008064516129032258, 0.0069124423963133645, 0.001152073732718894, 0.0, 0.001152073732718894, 0.0, 0.0, 0.001152073732718894, 0.0, 0.001152073732718894, 0.001152073732718894, 0.0, 0.001152073732718894, 0.001152073732718894, 0.0, 0.001152073732718894, 0.0, 0.0]"
nibcn-奥兹国仙境,"[0.3077634011090573, 0.23752310536044363, 0.11321626617375231, 0.10536044362292052, 0.06839186691312385, 0.04990757855822551, 0.02865064695009242, 0.019870609981515713, 0.024029574861367836, 0.011090573012939002, 0.009242144177449169, 0.005083179297597043, 0.0046210720887245845, 0.003234750462107209, 0.0023105360443622922, 0.0027726432532347504, 0.0013863216266173752, 0.0004621072088724584, 0.0009242144177449168, 0.0009242144177449168, 0.0, 0.0004621072088724584, 0.0004621072088724584, 0.0004621072088724584, 0.0, 0.0009242144177449168, 0.0, 0.0009242144177449168, 0.0, 0.0]"
epuxi-古罗马｜大英百科,"[0.3078947368421053, 0.21929824561403508, 0.2, 0.08947368421052632, 0.05350877192982456, 0.04035087719298246, 0.02543859649122807, 0.016666666666666666, 0.011403508771929825, 0.007894736842105263, 0.0061403508771929825, 0.0035087719298245615, 0.0017543859649122807, 0.0043859649122807015, 0.002631578947368421, 0.0017543859649122807, 0.0008771929824561404, 0.0017543859649122807, 0.0, 0.0017543859649122807, 0.0, 0.0008771929824561404, 0.0, 0.0008771929824561404, 0.0008771929824561404, 0.0008771929824561404, 0.0, 0.0, 0.0, 0.0]"
ezeei-海底两万里（上）,"[0.23848047836792122, 0.1952163207879001, 0.14491734083714386, 0.10763278227224762, 0.07527259936686599, 0.05100246218782976, 0.04783679212099894, 0.02743580724586704, 0.021104467112205417, 0.019345761519521634, 0.01160745691171298, 0.01371790362293352, 0.005979599015124868, 0.005627857896588111, 0.004924375659514597, 0.006683081252198382, 0.0038691523039043265, 0.0024621878297572987, 0.0035174111853675696, 0.0031656700668308124, 0.002110446711220542, 0.0014069644741470278, 0.0014069644741470278, 0.0017587055926837848, 0.0014069644741470278, 0.0007034822370735139, 0.00035174111853675694, 0.001055223355610271, 0.0, 0.0]"
buqlgn-中生代：恐龙时代｜大英百科,"[0.21419299004759845, 0.17524881003894419, 0.1778450887061878, 0.09865858935525747, 0.06490696668109043, 0.04759844223279965, 0.038078753786239726, 0.033318909562959756, 0.02250108178277802, 0.019039376893119863, 0.012981393336218087, 0.015144958892254435, 0.005192557334487235, 0.006923409779316313, 0.012115967113803548, 0.0073561228905235825, 0.006057983556901774, 0.005192557334487235, 0.004759844223279966, 0.008221549112938122, 0.005625270445694505, 0.0008654262224145391, 0.0038944180008654264, 0.0021635655560363477, 0.004327131112072695, 0.004759844223279966, 0.0017308524448290783, 0.0012981393336218088, 0.0, 0.0]"
lwibp-小王子,"[0.4523809523809524, 0.21794871794871795, 0.10622710622710622, 0.07875457875457875, 0.047619047619047616, 0.03296703296703297, 0.020146520146520148, 0.009157509157509158, 0.011904761904761904, 0.00641025641025641, 0.005494505494505495, 0.0027472527472527475, 0.0027472527472527475, 0.0018315018315018315, 0.0, 0.0009157509157509158, 0.0, 0.0018315018315018315, 0.0, 0.0009157509157509158, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
crzdz-几何与三角学｜大英百科,"[0.3944223107569721, 0.22709163346613545, 0.15670650730411687, 0.0703851261620186, 0.029216467463479414, 0.0199203187250996, 0.017264276228419653, 0.010624169986719787, 0.009296148738379814, 0.01195219123505976, 0.00796812749003984, 0.00398406374501992, 0.00398406374501992, 0.0013280212483399733, 0.006640106241699867, 0.00796812749003984, 0.0026560424966799467, 0.0, 0.0026560424966799467, 0.00398406374501992, 0.0, 0.0, 0.0026560424966799467, 0.0026560424966799467, 0.005312084993359893, 0.0013280212483399733, 0.0, 0.0, 0.0, 0.0]"
mbqhl-彼得·潘,"[0.288981288981289, 0.20997920997921, 0.0972972972972973, 0.09854469854469855, 0.0711018711018711, 0.052390852390852394, 0.0395010395010395, 0.032432432432432434, 0.028274428274428276, 0.017463617463617465, 0.012058212058212059, 0.012474012474012475, 0.011642411642411643, 0.009147609147609148, 0.004158004158004158, 0.0033264033264033266, 0.002494802494802495, 0.0016632016632016633, 0.0012474012474012475, 0.0008316008316008316, 0.0, 0.002079002079002079, 0.0004158004158004158, 0.0004158004158004158, 0.0008316008316008316, 0.0008316008316008316, 0.0, 0.0004158004158004158, 0.0, 0.0]"
qjkxe-碎布姑娘（上）,"[0.3574442435201929, 0.23990355635925256, 0.09041591320072333, 0.09282700421940929, 0.06268836648583484, 0.04942736588306208, 0.03074141048824593, 0.014466546112115732, 0.015069318866787222, 0.014466546112115732, 0.007836045810729355, 0.0054249547920434, 0.006630500301386378, 0.0030138637733574444, 0.0018083182640144665, 0.0012055455093429777, 0.0, 0.0006027727546714888, 0.0012055455093429777, 0.0006027727546714888, 0.0012055455093429777, 0.0012055455093429777, 0.0, 0.0006027727546714888, 0.0006027727546714888, 0.0, 0.0, 0.0006027727546714888, 0.0, 0.0]"
kmvvu-细菌和病毒｜大英百科,"[0.1884422110552764, 0.16624790619765495, 0.17001675041876047, 0.07830820770519263, 0.0678391959798995, 0.04690117252931323, 0.03768844221105527, 0.02680067001675042, 0.02386934673366834, 0.015494137353433836, 0.018006700167504188, 0.012981574539363484, 0.014656616415410386, 0.017587939698492462, 0.01340033500837521, 0.015912897822445562, 0.010469011725293133, 0.010887772194304857, 0.01340033500837521, 0.005862646566164154, 0.007537688442211055, 0.005443886097152429, 0.005862646566164154, 0.0041876046901172526, 0.0041876046901172526, 0.012144053601340033, 0.0020938023450586263, 0.0037688442211055275, 0.0, 0.0]"
ivqus-小妇人 | 有声书虫（4级）,"[0.7520128824476651, 0.178743961352657, 0.020933977455716585, 0.024154589371980676, 0.014492753623188406, 0.00644122383252818, 0.0, 0.001610305958132045, 0.0, 0.001610305958132045, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
