word,ADJ,ADP,ADV,NOUN,NUM,SCONJ,VERB
age,0,0,0,1,0,0,0
hundred,0,0,0,1,0,0,0
highly,0,0,1,0,0,0,0
millionth,0,0,0,1,0,0,0
lepton,0,0,0,4,0,0,0
boson,0,0,0,7,0,0,0
true,1,0,0,0,0,0,0
muon,0,0,0,1,0,0,0
tau,0,0,0,1,0,0,0
transmit,0,0,0,0,0,0,1
cement,0,0,0,1,0,0,0
galaxy,0,0,0,9,0,0,0
astronomer,0,0,0,2,0,0,0
presumably,0,0,1,0,0,0,0
member,0,0,0,1,0,0,0
nearly,0,0,1,0,0,0,0
fly,0,0,0,0,0,0,1
unseen,1,0,0,0,0,0,0
dub,0,0,0,0,0,0,1
undetected,1,0,0,0,0,0,0
brown,1,0,0,0,0,0,0
dwarf,0,0,0,1,0,0,0
black,1,0,0,0,0,0,0
hole,0,0,0,1,0,0,0
baryonic,2,0,0,0,0,0,0
cold,4,0,0,0,0,0,0
slowly,0,0,1,0,0,0,0
relative,0,0,1,0,0,0,0
claim,0,0,0,0,0,0,1
positron,0,0,0,3,0,0,0
evidence,0,0,0,3,0,0,0
antimatter,0,0,0,4,0,0,0
antiparticle,0,0,0,9,0,0,0
numerous,1,0,0,0,0,0,0
discover,0,0,0,0,0,0,1
correspond,0,0,0,0,0,0,3
worker,0,0,0,1,0,0,0
operate,0,0,0,0,0,0,1
antiproton,0,0,0,1,0,0,0
mainly,0,0,1,0,0,0,0
meet,0,0,0,0,0,0,2
annihilate,0,0,0,0,0,0,2
disappear,0,0,0,0,0,0,1
happen,0,0,0,0,0,0,1
annihilation,0,0,0,2,0,0,0
belong,0,0,0,0,0,0,1
apparently,0,0,2,0,0,0,0
primarily,0,0,2,0,0,0,0
obviously,0,0,1,0,0,0,0
cataclysmic,1,0,0,0,0,0,0
dominate,0,0,0,0,0,0,1
stride,0,0,0,1,0,0,0
essential,1,0,0,0,0,0,0
density,0,0,0,1,0,0,0
unified,2,0,0,0,0,0,0
string,0,0,0,11,0,0,0
dimensionless,1,0,0,0,0,0,0
dimensional,1,0,0,0,0,0,0
length,0,0,0,1,0,0,0
billion,0,0,0,0,1,0,0
trillion,0,0,0,0,2,0,0
lay,0,0,0,0,0,0,1
vibration,0,0,0,1,0,0,0
mathematic,0,0,0,1,0,0,0
promise,0,0,0,1,0,0,0
verify,0,0,0,0,0,0,1
hope,0,0,0,0,0,0,1
generation,0,0,0,1,0,0,0
incorporate,0,0,0,0,0,0,1
comprehensive,1,0,0,0,0,0,0
hunt,0,0,0,1,0,0,0
elusive,1,0,0,0,0,0,0
standard,1,0,0,0,0,0,0
widely,0,0,1,0,0,0,0
search,0,0,0,0,0,0,1
available,1,0,0,0,0,0,0
crucial,1,0,0,0,0,0,0
final,1,0,0,0,0,0,0
