word,ADJ,ADP,ADV,AUX,DET,INTJ,NOUN,PRON,VERB
girl,0,0,0,0,0,0,4,0,0
aunt,0,0,0,0,0,0,3,0,0
washerwoman,0,0,0,0,0,0,8,0,0
ought,0,0,0,1,0,0,0,0,0
dress,0,0,0,0,0,0,3,0,1
impossible,1,0,0,0,0,0,0,0,0
toad,0,0,0,0,0,0,2,0,0
business,0,0,0,0,0,0,1,0,0
gold,0,0,0,0,0,0,1,0,0
coin,0,0,0,0,0,0,2,0,0
purse,0,0,0,0,0,0,1,0,0
stair,0,0,0,0,0,0,1,0,0
wear,0,0,0,0,0,0,0,0,1
cotton,0,0,0,0,0,0,2,0,0
bonnet,0,0,0,0,0,0,3,0,0
goodnight,0,0,0,0,0,0,1,0,0
railway,0,0,0,0,0,0,1,0,0
buy,0,0,0,0,0,0,0,0,1
ticket,0,0,0,0,0,0,1,0,0
wallet,0,0,0,0,0,0,1,0,0
key,0,0,0,0,0,0,1,0,0
hey,0,0,0,0,0,1,0,0,0
lady,0,0,0,0,0,0,1,0,0
tonight,0,0,0,0,0,0,2,0,0
ride,0,0,0,0,0,0,3,0,2
hateful,1,0,0,0,0,0,0,0,0
luck,0,0,0,0,0,0,1,0,0
moonlight,0,0,0,0,0,0,1,0,0
true,2,0,0,0,0,0,0,0,0
crime,0,0,0,0,0,0,1,0,0
escape,0,0,0,0,0,0,2,0,5
policeman,0,0,0,0,0,0,2,0,0
cheer,0,0,0,0,0,0,0,0,2
able,1,0,0,0,0,0,0,0,0
half,0,0,0,0,1,0,0,0,0
dead,1,0,0,0,0,0,0,0,0
asleep,1,0,0,0,0,0,0,0,0
barge,0,0,0,0,0,0,10,0,0
canal,0,0,0,0,0,0,7,0,0
woman,0,0,0,0,0,0,4,0,0
person,0,0,0,0,0,0,2,0,0
rudely,0,0,1,0,0,0,0,0,0
wildly,0,0,1,0,0,0,0,0,0
punish,0,0,0,0,0,0,0,0,1
scream,0,0,0,0,0,0,1,0,2
cleverness,0,0,0,0,0,0,1,0,0
man,0,0,0,0,0,0,1,0,0
sell,0,0,0,0,0,0,0,0,2
price,0,0,0,0,0,0,1,0,0
ate,0,0,0,0,0,0,0,0,2
difficult,1,0,0,0,0,0,0,0,0
famous,1,0,0,0,0,0,0,0,0
recognize,0,0,0,0,0,0,0,0,2
thief,0,0,0,0,0,0,2,0,0
skirt,0,0,0,0,0,0,1,0,0
valley,0,0,0,0,0,0,1,0,0
land,0,0,0,0,0,0,1,0,0
beneath,0,1,0,0,0,0,0,0,0
neck,0,0,0,0,0,0,1,0,0
safely,0,0,1,0,0,0,0,0,0
dirty,1,0,0,0,0,0,0,0,0
tidy,1,0,0,0,0,0,0,0,0
unsmiling,1,0,0,0,0,0,0,0,0
ashamed,3,0,0,0,0,0,0,0,0
amusing,1,0,0,0,0,0,0,0,0
heard,0,0,0,0,0,0,0,0,1
quick,0,0,1,0,0,0,0,0,0
knife,0,0,0,0,0,0,4,0,0
shoot,0,0,0,0,0,0,0,0,1
flat,1,0,0,0,0,0,0,0,0
bullet,0,0,0,0,0,0,1,0,0
meeting,0,0,0,0,0,0,1,0,0
coming,0,0,0,0,0,0,1,0,0
discuss,0,0,0,0,0,0,0,0,1
attack,0,0,0,0,0,0,0,0,1
army,0,0,0,0,0,0,1,0,0
father,0,0,0,0,0,0,1,0,0
son,0,0,0,0,0,0,1,0,0
boy,0,0,0,0,0,0,2,0,0
spy,0,0,0,0,0,0,1,0,0
gardener,0,0,0,0,0,0,1,0,0
birthday,0,0,0,0,0,0,1,0,0
dining,0,0,0,0,0,0,6,0,0
greatly,0,0,1,0,0,0,0,0,0
comfortably,0,0,1,0,0,0,0,0,0
newspaper,0,0,0,0,0,0,2,0,0
lift,0,0,0,0,0,0,0,0,1
sha,0,0,0,0,0,0,0,0,1
frighten,0,0,0,0,0,0,0,0,2
lantern,0,0,0,0,0,0,1,0,0
silently,0,0,1,0,0,0,0,0,0
battle,0,0,0,0,0,0,5,0,0
plate,0,0,0,0,0,0,1,0,0
glass,0,0,0,0,0,0,1,0,0
whistle,0,0,0,0,0,0,0,0,1
chimney,0,0,0,0,0,0,1,0,0
tidying,0,0,0,0,0,0,1,0,0
singing,0,0,0,0,0,0,1,0,0
success,0,0,0,0,0,0,1,0,0
noisy,2,0,0,0,0,0,0,0,0
talking,0,0,0,0,0,0,1,0,0
laughing,0,0,0,0,0,0,1,0,0
fighting,0,0,0,0,0,0,1,0,0
please,0,0,0,0,0,0,0,0,1
child,0,0,0,0,0,0,1,0,0
