word,ADJ,ADP,ADV,AUX,INTJ,NOUN,NUM,PRON,VERB,X
run,0,0,0,0,0,0,0,0,15,0
fast,0,0,2,0,0,0,0,0,0,0
kind,9,0,0,0,0,2,0,0,0,0
send,0,0,0,0,0,0,0,0,9,0
prison,0,0,0,0,0,18,0,0,0,0
escape,0,0,0,0,0,0,0,0,4,0
bring,0,0,0,0,0,0,0,0,8,0
day,0,0,0,0,0,29,0,0,0,0
later,0,0,8,0,0,0,0,0,0,0
nineteen,0,0,0,0,0,0,5,0,0,0
different,3,0,0,0,0,0,0,0,0,0
change,0,0,0,0,0,2,0,0,8,0
misery,0,0,0,0,0,2,0,0,0,0
break,0,0,0,0,0,0,0,0,2,0
cruel,2,0,0,0,0,0,0,0,0,0
guard,0,0,0,0,0,3,0,0,0,0
thing,0,0,0,0,0,9,0,0,0,0
love,0,0,0,0,0,14,0,0,10,0
heart,0,0,0,0,0,5,0,0,0,0
hate,0,0,0,0,0,1,0,0,4,0
evening,0,0,0,0,0,7,0,0,0,0
knock,0,0,0,0,0,1,0,0,0,0
door,0,0,0,0,0,11,0,0,0,0
come,0,0,0,0,0,0,0,0,44,0
say,0,0,0,0,0,0,0,0,84,0
bishop,0,0,0,0,0,27,0,0,0,0
town,0,0,0,0,0,6,0,0,0,0
know,0,0,0,0,0,0,0,0,28,0
miserable,1,0,0,0,0,0,0,0,0,0
look,0,0,0,0,0,2,0,0,33,0
afraid,12,0,0,0,0,0,0,0,0,0
whisper,0,0,0,0,0,1,0,0,10,0
dangerous,3,0,0,0,0,0,0,0,0,0
carry,0,0,0,0,0,0,0,0,12,0
yellow,5,0,0,0,0,0,0,0,0,0
card,0,0,0,0,0,3,0,0,0,0
prisoner,0,0,0,0,0,6,0,0,0,0
bad,6,0,0,0,0,0,0,0,0,0
listen,0,0,0,0,0,0,0,0,8,0
friend,0,0,0,0,0,11,0,0,0,0
eat,0,0,0,0,0,0,0,0,5,0
dinner,0,0,0,0,0,3,0,0,0,0
sleep,0,0,0,0,0,0,0,0,2,0
bed,0,0,0,0,0,7,0,0,0,0
tonight,0,0,0,0,0,5,0,0,0,0
stare,0,0,0,0,0,0,0,0,9,0
shut,0,0,0,0,0,0,0,0,1,0
face,0,0,0,0,0,15,0,0,0,0
eye,0,0,0,0,0,13,0,0,0,0
brother,0,0,0,0,0,2,0,0,0,0
smile,0,0,0,0,0,6,0,0,3,0
fire,0,0,0,0,0,1,0,0,1,0
turn,0,0,0,0,0,0,0,0,12,0
need,0,0,0,1,0,0,0,0,10,0
silver,12,0,0,0,0,7,0,0,0,0
plate,0,0,0,0,0,16,0,0,0,0
special,1,0,0,0,0,0,0,0,0,0
quickly,0,0,4,0,0,0,0,0,0,0
yes,0,0,0,0,11,0,0,0,0,0
candlestick,0,0,0,0,0,12,0,0,0,0
church,0,0,0,0,0,2,0,0,0,0
visitor,0,0,0,0,0,2,0,0,0,0
hungrily,0,0,1,0,0,0,0,0,0,0
meal,0,0,0,0,0,3,0,0,0,0
week,0,0,0,0,0,1,0,0,0,0
away,0,0,17,0,0,0,0,0,0,0
watch,0,0,0,0,0,1,0,0,6,0
see,0,0,0,0,0,0,0,0,20,0
place,0,0,0,0,0,4,0,0,0,0
remember,0,0,0,0,0,0,0,0,13,0
think,0,0,0,0,0,0,0,0,11,0
heavy,6,0,0,0,0,0,0,0,0,0
sell,0,0,0,0,0,0,0,0,2,0
month,0,0,0,0,0,7,0,0,0,0
long,9,0,4,0,0,0,0,0,0,0
time,0,0,0,0,0,20,0,0,0,0
morning,0,0,0,0,0,1,0,0,0,0
way,0,0,0,0,0,7,0,0,0,0
hide,0,0,0,0,0,0,0,0,2,0
begin,0,0,0,0,0,0,0,0,17,0
like,0,9,0,0,0,0,0,0,6,0
steal,0,0,0,0,0,0,0,0,3,0
police,0,0,0,0,0,7,0,0,0,0
hear,0,0,0,0,0,0,0,0,5,0
afternoon,0,0,0,0,0,1,0,0,0,0
surprise,0,0,0,0,0,2,0,0,0,0
dear,10,0,0,0,0,1,0,0,0,0
pleased,2,0,0,0,0,0,0,0,0,0
forget,0,0,0,0,0,0,0,0,5,0
give,0,0,0,0,0,0,0,0,14,0
policeman,0,0,0,0,0,7,0,0,0,0
mean,0,0,0,0,0,0,0,0,1,0
free,9,0,0,0,0,0,0,0,0,0
word,0,0,0,0,0,12,0,0,0,0
tall,4,0,0,0,0,0,0,0,0,0
life,0,0,0,0,0,29,0,0,0,0
new,11,0,0,0,0,0,0,0,0,0
buy,0,0,0,0,0,0,0,0,2,0
soul,0,0,0,0,0,1,0,0,0,0
suddenly,0,0,7,0,0,0,0,0,0,0
understand,0,0,0,0,0,0,0,0,4,0
happen,0,0,0,0,0,0,0,0,5,0
shall,0,0,0,4,0,0,0,0,0,0
road,0,0,0,0,0,3,0,0,0,0
head,0,0,0,0,0,6,0,0,0,0
sun,0,0,0,0,0,2,0,0,0,0
changed,1,0,0,0,0,0,0,0,0,0
meet,0,0,0,0,0,0,0,0,5,0
family,0,0,0,0,0,3,0,0,0,0
money,0,0,0,0,0,27,0,0,0,0
summer,0,0,0,0,0,2,0,0,0,0
woman,0,0,0,0,0,27,0,0,0,0
fun,0,0,0,0,0,1,0,0,0,0
walk,0,0,0,0,0,2,0,0,11,0
home,0,0,4,0,0,4,0,0,0,0
little,17,0,0,0,0,0,0,0,0,0
girl,0,0,0,0,0,12,0,0,0,0
call,0,0,0,0,0,0,0,0,7,0
close,0,0,2,0,0,0,0,0,2,0
daughter,0,0,0,0,0,12,0,0,0,0
dearly,0,0,3,0,0,0,0,0,0,0
near,1,5,0,0,0,0,0,0,0,0
ask,0,0,0,0,0,0,0,0,9,0
franc,0,0,0,0,0,14,0,0,0,0
pay,0,0,0,0,0,0,0,0,1,0
hold,0,0,0,0,0,0,0,0,4,0
arm,0,0,0,0,0,6,0,0,0,0
tear,0,0,0,0,0,2,0,0,0,0
factory,0,0,0,0,0,6,0,0,0,0
important,6,0,0,0,0,0,0,0,0,0
everybody,0,0,0,0,0,0,0,4,0,0
help,0,0,0,0,0,1,0,0,5,0
job,0,0,0,0,0,3,0,0,0,0
townspeople,0,0,0,0,0,1,0,0,0,0
arrive,0,0,0,0,0,0,0,0,4,0
end,0,0,0,0,0,6,0,0,0,0
dirty,2,0,0,0,0,0,0,0,0,0
unloved,1,0,0,0,0,0,0,0,0,0
clean,0,0,0,0,0,0,0,0,2,0
water,0,0,0,0,0,9,0,0,0,0
wash,0,0,0,0,0,0,0,0,1,0
hour,0,0,0,0,0,4,0,0,0,0
want,0,0,0,0,0,0,0,0,17,0
lose,0,0,0,0,0,0,0,0,2,0
make,0,0,0,0,0,0,0,0,2,0
shirt,0,0,0,0,0,3,0,0,0,0
ill,2,0,0,0,0,0,0,0,0,0
small,9,0,0,0,0,0,0,0,0,0
dry,2,0,0,0,0,0,0,0,0,0
cough,0,0,0,0,6,1,0,0,4,0
write,0,0,0,0,0,0,0,0,2,0
dress,0,0,0,0,0,3,0,0,0,0
barber,0,0,0,0,0,2,0,0,0,0
hat,0,0,0,0,0,2,0,0,0,0
golden,3,0,0,0,0,0,0,0,0,0
hair,0,0,0,0,0,7,0,0,0,0
fall,0,0,0,0,0,0,0,0,8,0
cut,0,0,0,0,0,0,0,0,2,0
wear,0,0,0,0,0,0,0,0,4,0
soon,0,0,7,0,0,0,0,0,0,0
letter,0,0,0,0,0,13,0,0,0,0
outside,0,4,1,0,0,0,0,0,0,0
restaurant,0,0,0,0,0,4,0,0,0,0
centre,0,0,0,0,0,1,0,0,0,0
snow,0,0,0,0,0,2,0,0,0,0
ground,0,0,0,0,0,2,0,0,0,0
flower,0,0,0,0,0,1,0,0,0,0
name,0,0,0,0,0,1,0,0,0,0
laugh,0,0,0,0,0,1,0,0,6,0
shout,0,0,0,0,0,0,0,0,4,0
hit,0,0,0,0,0,0,0,0,6,0
pull,0,0,0,0,0,0,0,0,3,0
law,0,0,0,0,0,10,0,0,0,0
criminal,1,0,0,0,0,6,0,0,0,0
office,0,0,0,0,0,2,0,0,0,0
crime,0,0,0,0,0,1,0,0,0,0
tell,0,0,0,0,0,0,0,0,10,0
get,0,0,0,0,0,0,0,0,2,0
floor,0,0,0,0,0,2,0,0,0,0
moment,0,0,0,0,0,4,0,0,0,0
voice,0,0,0,0,0,8,0,0,0,0
stand,0,0,0,0,0,0,0,0,10,0
great,5,0,0,0,0,0,0,0,0,0
inspector,0,0,0,0,0,3,0,0,0,0
true,2,0,0,0,0,0,0,0,0,0
story,0,0,0,0,0,6,0,0,0,0
fight,0,0,0,0,0,1,0,0,3,0
wrong,0,0,1,0,0,0,0,0,0,0
angrily,0,0,2,0,0,0,0,0,0,0
slowly,0,0,3,0,0,0,0,0,0,0
noise,0,0,0,0,0,5,0,0,0,0
gently,0,0,2,0,0,0,0,0,0,0
watchful,1,0,0,0,0,0,0,0,0,0
hospital,0,0,0,0,0,1,0,0,0,0
lie,0,0,0,0,0,0,0,0,5,0
sad,7,0,0,0,0,0,0,0,0,0
thénardier,0,0,0,0,0,1,0,0,0,0
well,3,0,0,0,0,0,0,0,0,0
doctor,0,0,0,0,0,2,0,0,0,0
speak,0,0,0,0,0,0,0,0,4,0
room,0,0,0,0,0,7,0,0,0,0
open,0,0,0,0,0,0,0,0,2,0
round,1,1,2,0,0,0,0,0,0,0
arrest,0,0,0,0,0,1,0,0,6,0
die,0,0,0,0,0,0,0,0,8,0
loudly,0,0,1,0,0,0,0,0,0,0
care,0,0,0,0,0,2,0,0,0,0
quiet,3,0,0,0,0,0,0,0,0,0
try,0,0,0,0,0,0,0,0,2,0
talk,0,0,0,0,0,0,0,0,6,0
death,0,0,0,0,0,7,0,0,0,0
locked,1,0,0,0,0,0,0,0,0,0
old,12,0,0,0,0,0,0,0,0,0
servant,0,0,0,0,0,4,0,0,0,0
certain,4,0,0,0,0,0,0,0,0,0
keep,0,0,0,0,0,0,0,0,1,0
build,0,0,0,0,0,0,0,0,2,0
boy,0,0,0,0,0,4,0,0,0,0
stay,0,0,0,0,0,0,0,0,5,0
god,0,0,0,0,0,1,0,0,0,0
enemy,0,0,0,0,0,2,0,0,0,0
mother,0,0,0,0,0,6,0,0,0,0
world,0,0,0,0,0,3,0,0,0,0
river,0,0,0,0,0,11,0,0,0,0
wood,0,0,0,0,0,3,0,0,0,0
minute,0,0,0,0,0,1,0,0,0,0
bucket,0,0,0,0,0,9,0,0,0,0
tree,0,0,0,0,0,3,0,0,0,0
frighten,0,0,0,0,0,0,0,0,1,0
frightened,4,0,0,0,0,0,0,0,0,0
dark,6,0,0,0,0,2,0,0,0,0
noisy,1,0,0,0,0,0,0,0,0,0
coat,0,0,0,0,0,2,0,0,0,0
bit,0,0,0,0,0,1,0,0,0,0
stop,0,0,0,0,0,0,0,0,10,0
gentle,4,0,0,0,0,0,0,0,0,0
wonderful,4,0,0,0,0,0,0,0,0,0
surprised,1,0,0,0,0,0,0,0,0,0
inside,0,3,0,0,0,0,0,0,0,0
thin,1,0,0,0,0,0,0,0,0,0
red,1,0,0,0,0,0,0,0,0,0
kitchen,0,0,0,0,0,3,0,0,0,0
shoe,0,0,0,0,0,2,0,0,0,0
foot,0,0,0,0,0,1,0,0,0,0
table,0,0,0,0,0,2,0,0,0,0
feel,0,0,0,0,0,0,0,0,5,0
father,0,0,0,0,0,9,0,0,0,0
learn,0,0,0,0,0,0,0,0,3,0
sing,0,0,0,0,0,0,0,0,3,0
bird,0,0,0,0,0,2,0,0,0,0
happy,7,0,0,0,0,0,0,0,0,0
quietly,0,0,1,0,0,0,0,0,0,0
move,0,0,0,0,0,0,0,0,3,0
high,2,0,1,0,0,0,0,0,0,0
wall,0,0,0,0,0,2,0,0,0,0
school,0,0,0,0,0,3,0,0,0,0
gardener,0,0,0,0,0,2,0,0,0,0
garden,0,0,0,0,0,16,0,0,0,0
read,0,0,0,0,0,0,0,0,5,0
book,0,0,0,0,0,2,0,0,0,0
pass,0,0,0,0,0,0,0,0,2,0
please,0,0,0,0,0,0,0,0,2,0
brown,2,0,0,0,0,0,0,0,0,0
slow,2,0,0,0,0,0,0,0,0,0
sunlight,0,0,0,0,0,1,0,0,0,0
rain,0,0,0,0,0,1,0,0,0,0
student,0,0,0,0,0,7,0,0,0,0
idea,0,0,0,0,0,7,0,0,0,0
grandfather,0,0,0,0,0,12,0,0,0,0
political,1,0,0,0,0,0,0,0,0,0
seventeen,0,0,0,0,0,0,2,0,0,0
bag,0,0,0,0,0,4,0,0,0,0
politic,0,0,0,0,0,1,0,0,0,0
government,0,0,0,0,0,4,0,0,0,0
trouser,0,0,0,0,0,1,0,0,0,0
enjoy,0,0,0,0,0,0,0,0,1,0
past,0,2,0,0,0,1,0,0,0,0
seventh,1,0,0,0,0,0,0,0,0,0
bullet,0,0,0,0,0,10,0,0,0,0
gun,0,0,0,0,0,8,0,0,0,0
spend,0,0,0,0,0,0,0,0,1,0
singe,0,0,0,0,0,0,0,0,3,0
friendly,1,0,0,0,0,0,0,0,0,0
matter,0,0,0,0,0,1,0,0,0,0
follow,0,0,0,0,0,0,0,0,3,0
address,0,0,0,0,0,3,0,0,0,0
busy,1,0,0,0,0,0,0,0,0,0
rue,0,0,0,0,0,0,0,0,0,1
usually,0,0,1,0,0,0,0,0,0,0
sorry,1,0,0,0,0,0,0,0,0,0
kiss,0,0,0,0,0,2,0,0,1,0
lover,0,0,0,0,0,1,0,0,0,0
interesting,1,0,0,0,0,0,0,0,0,0
shoulder,0,0,0,0,0,2,0,0,0,0
secretly,0,0,1,0,0,0,0,0,0,0
spring,0,0,0,0,0,1,0,0,0,0
angry,1,0,0,0,0,0,0,0,0,0
soldier,0,0,0,0,0,13,0,0,0,0
ready,2,0,0,0,0,0,0,0,0,0
unhappy,1,0,0,0,0,0,0,0,0,0
passport,0,0,0,0,0,1,0,0,0,0
moon,0,0,0,0,0,1,0,0,0,0
moonlight,0,0,0,0,0,1,0,0,0,0
wait,0,0,0,0,0,0,0,0,9,0
marry,0,0,0,0,0,0,0,0,3,0
easily,0,0,1,0,0,0,0,0,0,0
usual,1,0,0,0,0,0,0,0,0,0
rebellion,0,0,0,0,0,2,0,0,0,0
city,0,0,0,0,0,5,0,0,0,0
barricade,0,0,0,0,0,18,0,0,0,0
troubled,1,0,0,0,0,0,0,0,0,0
attack,0,0,0,0,0,1,0,0,2,0
building,0,0,0,0,0,1,0,0,0,0
metre,0,0,0,0,0,1,0,0,0,0
stone,0,0,0,0,0,1,0,0,0,0
rebel,0,0,0,0,0,6,0,0,0,0
leader,0,0,0,0,0,2,0,0,0,0
news,0,0,0,0,0,4,0,0,0,0
midnight,0,0,0,0,0,1,0,0,0,0
lot,0,0,0,0,0,3,0,0,0,0
hey,0,0,0,0,1,0,0,0,0,0
spy,0,0,0,0,0,7,0,0,0,0
right,2,0,1,0,0,0,0,0,0,0
jump,0,0,0,0,0,0,0,0,1,0
tavern,0,0,0,0,0,6,0,0,0,0
tie,0,0,0,0,0,0,0,0,1,0
shoot,0,0,0,0,0,0,0,0,6,0
sound,0,0,0,0,0,2,0,0,0,0
far,1,0,1,0,0,0,0,0,0,0
nice,1,0,0,0,0,0,0,0,0,0
ago,0,0,2,0,0,0,0,0,0,0
hope,0,0,0,0,0,2,0,0,0,0
quick,3,0,0,0,0,0,0,0,0,0
goodbye,0,0,0,0,0,1,0,0,0,0
paper,0,0,0,0,0,3,0,0,0,0
pencil,0,0,0,0,0,1,0,0,0,0
fighting,0,0,0,0,0,3,0,0,0,0
shooting,0,0,0,0,0,3,0,0,0,0
bedroom,0,0,0,0,0,1,0,0,0,0
singing,0,0,0,0,0,2,0,0,0,0
number,0,0,0,0,0,3,0,0,0,0
pocket,0,0,0,0,0,3,0,0,0,0
piece,0,0,0,0,0,4,0,0,0,0
goodnight,0,0,0,0,1,0,0,0,0,0
yon,0,0,0,0,0,0,0,1,0,0
start,0,0,0,0,0,0,0,0,3,0
poof,0,0,0,0,1,0,0,0,0,0
easy,1,0,0,0,0,0,0,0,0,0
question,0,0,0,0,0,2,0,0,0,0
daylight,0,0,0,0,0,1,0,0,0,0
ratatat,0,0,0,0,0,0,0,0,0,3
shouting,0,0,0,0,0,1,0,0,0,0
scream,0,0,0,0,0,2,0,0,0,0
save,0,0,0,0,0,0,0,0,2,0
body,0,0,0,0,0,7,0,0,0,0
nearly,0,0,1,0,0,0,0,0,0,0
louder,0,0,1,0,0,0,0,0,0,0
fifth,1,0,0,0,0,0,0,0,0,0
smoke,0,0,0,0,0,2,0,0,0,0
pick,0,0,0,0,0,0,0,0,3,0
let,0,0,0,0,0,0,0,0,2,0
use,0,0,0,0,0,0,0,0,1,0
kill,0,0,0,0,0,0,0,0,3,0
knife,0,0,0,0,0,2,0,0,0,0
rope,0,0,0,0,0,1,0,0,0,0
leg,0,0,0,0,0,1,0,0,0,0
air,0,0,0,0,0,1,0,0,0,0
second,1,0,0,0,0,0,0,0,0,0
alive,1,0,0,0,0,0,0,0,0,0
secret,2,0,0,0,0,1,0,0,0,0
corner,0,0,0,0,0,1,0,0,0,0
sky,0,0,0,0,0,2,0,0,0,0
rest,0,0,0,0,0,0,0,0,1,0
tired,2,0,0,0,0,0,0,0,0,0
show,0,0,0,0,0,0,0,0,1,0
carriage,0,0,0,0,0,1,0,0,0,0
seat,0,0,0,0,0,2,0,0,0,0
uncertain,1,0,0,0,0,0,0,0,0,0
downstairs,0,0,1,0,0,0,0,0,0,0
bridge,0,0,0,0,0,2,0,0,0,0
answer,0,0,0,0,0,2,0,0,0,0
carefully,0,0,1,0,0,0,0,0,0,0
splash,0,0,0,0,0,1,0,0,0,0
visit,0,0,0,0,0,0,0,0,1,0
grandson,0,0,0,0,0,1,0,0,0,0
granddaughter,0,0,0,0,0,1,0,0,0,0
thousand,0,0,0,0,0,0,1,0,0,0
interested,1,0,0,0,0,0,0,0,0,0
fine,1,0,0,0,0,0,0,0,0,0
bedside,0,0,0,0,0,1,0,0,0,0
real,1,0,0,0,0,0,0,0,0,0
light,0,0,0,0,0,1,0,0,0,0
